"serial","father","child","depth","access"
"url_34","https://www.python.org","https://www.python.org/psf/community-stories","1","True"
"url_35","https://www.python.org","https://www.python.org/success-stories","1","True"
"url_36","https://www.python.org","https://www.python.org/success-stories/category/arts","1","True"
"url_37","https://www.python.org","https://www.python.org/success-stories/category/business","1","True"
"url_38","https://www.python.org","https://www.python.org/success-stories/category/education","1","True"
"url_39","https://www.python.org","https://www.python.org/success-stories/category/engineering","1","True"
"url_40","https://www.python.org","https://www.python.org/success-stories/category/government","1","True"
"url_41","https://www.python.org","https://www.python.org/success-stories/category/scientific","1","True"
"url_42","https://www.python.org","https://www.python.org/success-stories/category/software-development","1","True"
"url_43","https://www.python.org","https://www.python.org/blogs","1","True"
"url_44","https://www.python.org","https://www.python.org/psf/newsletter","1","True"
"url_45","https://www.python.org","http://pyfound.blogspot.com","1","True"
"url_46","https://www.python.org","http://pycon.blogspot.com","1","True"
"url_47","https://www.python.org","https://www.python.org/events","1","True"
"url_48","https://www.python.org","https://www.python.org/events/python-events","1","True"
"url_49","https://www.python.org","https://www.python.org/events/python-user-group","1","True"
"url_50","https://www.python.org","https://www.python.org/events/python-events/past","1","True"
"url_51","https://www.python.org","https://www.python.org/events/python-user-group/past","1","True"
"url_52","https://www.python.org","https://www.python.org/shell","1","True"
"url_53","https://www.python.org","https://www.python.org/downloads/release/python-3134","1","True"
"url_54","https://www.python.org","https://pythoninsider.blogspot.com/2025/06/python-3134-31211-31113-31018-and-3923.html","1","True"
"url_55","https://www.python.org","https://pythoninsider.blogspot.com/2025/05/python-3140-beta-2-is-here.html","1","True"
"url_56","https://www.python.org","https://pythoninsider.blogspot.com/2025/05/python-3140-beta-1-is-here.html","1","True"
"url_57","https://www.python.org","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","1","True"
"url_58","https://www.python.org","https://pyfound.blogspot.com/2025/05/a-thank-you-to-oregon-state-university.html","1","True"
"url_59","https://www.python.org","https://www.python.org/events/calendars","1","True"
"url_60","https://www.python.org","https://www.python.org/events/python-user-group/2014","1","True"
"url_61","https://www.python.org","https://www.python.org/events/python-events/2012","1","True"
"url_62","https://www.python.org","https://www.python.org/events/python-user-group/2035","1","True"
"url_63","https://www.python.org","https://www.python.org/events/python-events/1987","1","True"
"url_64","https://www.python.org","https://www.python.org/events/python-user-group/1997","1","True"
"url_65","https://www.python.org","https://www.python.org/success-stories/python-for-financial-machine-learning-at-union-investment","1","True"
"url_66","https://www.python.org","http://www.djangoproject.com","1","True"
"url_67","https://www.python.org","http://www.web2py.com","1","True"
"url_68","https://www.python.org","http://www.riverbankcomputing.co.uk/software/pyqt/intro","1","True"
"url_69","https://www.python.org","https://dearpygui.readthedocs.io/en/latest","1","True"
"url_70","https://www.python.org","http://roundup.sourceforge.net","1","True"
"url_71","https://www.python.org","http://www.ansible.com","1","True"
"url_72","https://www.python.org","https://xon.sh","1","True"
"url_73","https://www.python.org","https://www.python.org/psf/membership","1","True"
"url_74","https://www.python.org","https://www.python.org/psf/donations","1","True"
"url_75","https://www.python.org","https://www.python.org/dev","1","True"
"url_76","https://www.python.org","https://www.python.org/dev/core-mentorship","1","True"
"url_77","https://www.python.org","https://www.python.org/dev/security","1","True"
"url_78","https://www.python.org","https://www.python.org/psf-landing","1","True"
"url_79","https://www.python.org","https://www.python.org/about/legal","1","True"
"url_80","https://www.python.org","https://www.python.org/psf/community-infrastructure","1","False"
"url_81","http://browsehappy.com","https://browsehappy.com","2","True"
"url_82","https://pythoninsider.blogspot.com/2025/06/python-3134-31211-31113-31018-and-3923.html","https://www.cve.org/CVERecord","2","True"
"url_83","https://pythoninsider.blogspot.com/2025/06/python-3134-31211-31113-31018-and-3923.html","https://www.python.org/downloads/release/python-31211","2","True"
"url_84","https://pythoninsider.blogspot.com/2025/06/python-3134-31211-31113-31018-and-3923.html","https://www.python.org/downloads/release/python-31113","2","True"
"url_85","https://pythoninsider.blogspot.com/2025/06/python-3134-31211-31113-31018-and-3923.html","https://www.python.org/downloads/release/python-31018","2","True"
"url_86","https://pythoninsider.blogspot.com/2025/06/python-3134-31211-31113-31018-and-3923.html","https://www.python.org/downloads/release/python-3923","2","True"
"url_87","https://pythoninsider.blogspot.com/2025/06/python-3134-31211-31113-31018-and-3923.html","http://twitter.com/PythonInsider","2","True"
"url_88","https://pythoninsider.blogspot.com/2025/06/python-3134-31211-31113-31018-and-3923.html","http://creativecommons.org/licenses/by-nc-sa/3.0","2","True"
"url_89","https://pythoninsider.blogspot.com/2025/05/python-3140-beta-2-is-here.html","https://www.python.org/downloads/release/python-3140b2","2","True"
"url_90","https://pythoninsider.blogspot.com/2025/05/python-3140-beta-2-is-here.html","https://www.python.org/ftp/python/pymanager","2","True"
"url_91","https://pythoninsider.blogspot.com/2025/05/python-3140-beta-2-is-here.html","https://www.biodiversitylibrary.org/page/14641808","2","True"
"url_92","https://pythoninsider.blogspot.com/2025/05/python-3140-beta-1-is-here.html","https://www.python.org/downloads/release/python-3140b1","2","True"
"url_93","https://pythoninsider.blogspot.com/2025/05/python-3140-beta-1-is-here.html","https://archive.org/details/SynopsisPalmariorumMatheseosOrANewIntroductionToTheMathematics/page/n261/mode/1up","2","True"
"url_94","https://pythoninsider.blogspot.com/2025/05/python-3140-beta-1-is-here.html","https://archive.org/details/SynopsisPalmariorumMatheseosOrANewIntroductionToTheMathematics/page/n283/mode/1up","2","True"
"url_95","https://pythoninsider.blogspot.com/2025/05/python-3140-beta-1-is-here.html","https://www.tauday.com","2","True"
"url_96","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://pyfound.blogspot.com/feeds/posts/default","2","True"
"url_97","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://www.blogger.com/feeds/8520/posts/default","2","True"
"url_98","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","http://www.aidisstukas.com","2","True"
"url_99","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://www.linkedin.com/in/aidis-stukas-2895b68","2","True"
"url_100","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://x.com/aidisstukas","2","False"
"url_101","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://x.com/charliermarsh","2","False"
"url_102","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://x.com/felipedemorais_","2","False"
"url_103","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://www.linkedin.com/in/felipe-de-morais","2","True"
"url_104","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://www.revsys.com","2","True"
"url_105","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://www.jonafato.com","2","True"
"url_106","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://x.com/lecovi","2","False"
"url_107","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://instagram.com/lecovi","2","True"
"url_108","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://www.linkedin.com/in/tereza-iofciu","2","True"
"url_109","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://www.linkedin.com/in/veldakiara","2","True"
"url_110","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://x.com/VeldaKiara","2","False"
"url_111","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://www.python.org/psf/fellows-roster","2","True"
"url_112","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","https://www.python.org/psf/fellows","2","True"
"url_113","http://www.djangoproject.com","https://www.djangoproject.com","2","True"
"url_114","http://www.djangoproject.com","https://www.djangoproject.com/start/overview","2","True"
"url_115","http://www.djangoproject.com","https://www.djangoproject.com/download","2","True"
"url_116","http://www.djangoproject.com","https://www.djangoproject.com/weblog","2","True"
"url_117","http://www.djangoproject.com","https://www.djangoproject.com/community","2","True"
"url_118","http://www.djangoproject.com","https://www.djangoproject.com/foundation","2","True"
"url_119","http://www.djangoproject.com","https://www.djangoproject.com/fundraising","2","True"
"url_120","http://www.djangoproject.com","https://www.djangoproject.com/start","2","True"
"url_121","http://www.djangoproject.com","https://forum.djangoproject.com","2","True"
"url_122","http://www.djangoproject.com","https://www.djangoproject.com/weblog/2025/may/22/why-need-3rd-party-app-rest-api-with-django","2","True"
"url_123","http://www.djangoproject.com","https://www.djangoproject.com/weblog/2025/may/16/our-google-summer-of-code-2025-contributors","2","True"
"url_124","http://www.djangoproject.com","https://dashboard.djangoproject.com","2","True"
"url_125","http://www.djangoproject.com","http://www.djangoproject.com/foundation","2","True"
"url_126","http://www.djangoproject.com","http://www.djangoproject.com/foundation/donate","2","True"
"url_127","http://www.djangoproject.com","http://www.djangoproject.com/contact/foundation","2","True"
"url_128","http://www.djangoproject.com","https://www.djangoproject.com/conduct","2","True"
"url_129","http://www.djangoproject.com","https://www.djangoproject.com/diversity","2","True"
"url_130","http://www.djangoproject.com","https://www.djangoproject.com/foundation/individual-members","2","False"
"url_131","http://www.djangoproject.com","https://twitter.com/djangoproject","2","True"
"url_132","http://www.djangoproject.com","https://www.djangoproject.com/rss/weblog","2","True"
"url_133","http://www.djangoproject.com","http://www.djangoproject.com/foundation/corporate-membership","2","True"
"url_134","http://www.djangoproject.com","https://www.threespot.com","2","True"
"url_135","http://www.djangoproject.com","http://andrevv.com","2","True"
"url_136","http://www.djangoproject.com","https://www.djangoproject.com/trademarks","2","True"
"url_137","https://xon.sh","https://xon.sh/contents.html","2","True"
"url_138","https://xon.sh","https://xon.sh/tutorial.html","2","True"
"url_139","https://xon.sh","https://xon.sh/packages.html","2","True"
"url_140","https://xon.sh","https://xon.sh/appimage.html","2","True"
"url_141","https://xon.sh","https://hub.docker.com/u/xonsh","2","True"
"url_142","https://xon.sh","https://en.wikipedia.org/wiki/Rolling_release","2","True"
"url_143","https://xon.sh","https://analyticsindiamag.com/top-10-trending-python-projects-on-github-2020","2","True"
"url_144","https://xon.sh","https://www.youtube.com/watch","2","True"
"url_145","https://xon.sh","https://xonsh.zulipchat.com/join/hbvue5rimpdkwkdjuiqfs7tv","2","True"
"url_146","https://xon.sh","http://www.oftc.net","2","True"
"url_147","https://xon.sh","https://xon.sh/tutorial_xontrib.html","2","True"
"url_148","https://xon.sh","https://xon.sh/devguide.html","2","True"
