"serial","father","child","depth","access"
"url_34","https://www.python.org","https://www.python.org/psf/community-stories","1","True"
"url_35","https://www.python.org","https://www.python.org/success-stories","1","True"
"url_36","https://www.python.org","https://www.python.org/success-stories/category/arts","1","True"
"url_37","https://www.python.org","https://www.python.org/success-stories/category/business","1","True"
"url_38","https://www.python.org","https://www.python.org/success-stories/category/education","1","True"
"url_39","https://www.python.org","https://www.python.org/success-stories/category/engineering","1","True"
"url_40","https://www.python.org","https://www.python.org/success-stories/category/government","1","True"
"url_41","https://www.python.org","https://www.python.org/success-stories/category/scientific","1","True"
"url_42","https://www.python.org","https://www.python.org/success-stories/category/software-development","1","True"
"url_43","https://www.python.org","https://www.python.org/blogs","1","True"
"url_44","https://www.python.org","https://www.python.org/psf/newsletter","1","True"
"url_45","https://www.python.org","http://pyfound.blogspot.com","1","True"
"url_46","https://www.python.org","http://pycon.blogspot.com","1","True"
"url_47","https://www.python.org","https://www.python.org/events","1","True"
"url_48","https://www.python.org","https://www.python.org/events/python-events","1","True"
"url_49","https://www.python.org","https://www.python.org/events/python-user-group","1","True"
"url_50","https://www.python.org","https://www.python.org/events/python-events/past","1","True"
"url_51","https://www.python.org","https://www.python.org/events/python-user-group/past","1","True"
"url_52","https://www.python.org","https://www.python.org/shell","1","True"
"url_53","https://www.python.org","https://www.python.org/downloads/release/python-3134","1","True"
"url_54","https://www.python.org","https://pythoninsider.blogspot.com/2025/06/python-3134-31211-31113-31018-and-3923.html","1","True"
"url_55","https://www.python.org","https://pythoninsider.blogspot.com/2025/05/python-3140-beta-2-is-here.html","1","True"
"url_56","https://www.python.org","https://pythoninsider.blogspot.com/2025/05/python-3140-beta-1-is-here.html","1","True"
"url_57","https://www.python.org","https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html","1","True"
"url_58","https://www.python.org","https://pyfound.blogspot.com/2025/05/a-thank-you-to-oregon-state-university.html","1","True"
"url_59","https://www.python.org","https://www.python.org/events/calendars","1","True"
"url_60","https://www.python.org","https://www.python.org/events/python-user-group/2014","1","True"
"url_61","https://www.python.org","https://www.python.org/events/python-events/2012","1","True"
"url_62","https://www.python.org","https://www.python.org/events/python-user-group/2035","1","True"
"url_63","https://www.python.org","https://www.python.org/events/python-events/1987","1","True"
"url_64","https://www.python.org","https://www.python.org/events/python-user-group/1997","1","True"
"url_65","https://www.python.org","https://www.python.org/success-stories/python-for-financial-machine-learning-at-union-investment","1","True"
"url_66","https://www.python.org","http://www.djangoproject.com","1","True"
"url_67","https://www.python.org","http://www.web2py.com","1","True"
"url_68","https://www.python.org","http://www.riverbankcomputing.co.uk/software/pyqt/intro","1","True"
"url_69","https://www.python.org","https://dearpygui.readthedocs.io/en/latest","1","True"
"url_70","https://www.python.org","http://roundup.sourceforge.net","1","True"
"url_71","https://www.python.org","http://www.ansible.com","1","True"
"url_72","https://www.python.org","https://xon.sh","1","True"
"url_73","https://www.python.org","https://www.python.org/psf/membership","1","True"
"url_74","https://www.python.org","https://www.python.org/psf/donations","1","True"
"url_75","https://www.python.org","https://www.python.org/dev","1","True"
"url_76","https://www.python.org","https://www.python.org/dev/core-mentorship","1","True"
"url_77","https://www.python.org","https://www.python.org/dev/security","1","True"
"url_78","https://www.python.org","https://www.python.org/psf-landing","1","True"
"url_79","https://www.python.org","https://www.python.org/about/legal","1","True"
"url_80","https://www.python.org","https://www.python.org/psf/community-infrastructure","1","False"
